time	umeeg101_rel_ROI1_FC1	umeeg101_rel_ROI1_Cz	umeeg101_rel_ROI1_FC2	umeeg101_rel_ROI2_CP1	umeeg101_rel_ROI2_Pz	umeeg101_rel_ROI2_CP2	umeeg101_irr_ROI1_FC1	umeeg101_irr_ROI1_Cz	umeeg101_irr_ROI1_FC2	umeeg101_irr_ROI2_CP1	umeeg101_irr_ROI2_Pz	umeeg101_irr_ROI2_CP2	umeeg101_odd_ROI1_FC1	umeeg101_odd_ROI1_Cz	umeeg101_odd_ROI1_FC2	umeeg101_odd_ROI2_CP1	umeeg101_odd_ROI2_Pz	umeeg101_odd_ROI2_CP2	umeeg102_rel_ROI1_FC1	umeeg102_rel_ROI1_Cz	umeeg102_rel_ROI1_FC2	umeeg102_rel_ROI2_CP1	umeeg102_rel_ROI2_Pz	umeeg102_rel_ROI2_CP2	umeeg102_irr_ROI1_FC1	umeeg102_irr_ROI1_Cz	umeeg102_irr_ROI1_FC2	umeeg102_irr_ROI2_CP1	umeeg102_irr_ROI2_Pz	umeeg102_irr_ROI2_CP2	umeeg102_odd_ROI1_FC1	umeeg102_odd_ROI1_Cz	umeeg102_odd_ROI1_FC2	umeeg102_odd_ROI2_CP1	umeeg102_odd_ROI2_Pz	umeeg102_odd_ROI2_CP2	umeeg103_rel_ROI1_FC1	umeeg103_rel_ROI1_Cz	umeeg103_rel_ROI1_FC2	umeeg103_rel_ROI2_CP1	umeeg103_rel_ROI2_Pz	umeeg103_rel_ROI2_CP2	umeeg103_irr_ROI1_FC1	umeeg103_irr_ROI1_Cz	umeeg103_irr_ROI1_FC2	umeeg103_irr_ROI2_CP1	umeeg103_irr_ROI2_Pz	umeeg103_irr_ROI2_CP2	umeeg103_odd_ROI1_FC1	umeeg103_odd_ROI1_Cz	umeeg103_odd_ROI1_FC2	umeeg103_odd_ROI2_CP1	umeeg103_odd_ROI2_Pz	umeeg103_odd_ROI2_CP2	umeeg104_rel_ROI1_FC1	umeeg104_rel_ROI1_Cz	umeeg104_rel_ROI1_FC2	umeeg104_rel_ROI2_CP1	umeeg104_rel_ROI2_Pz	umeeg104_rel_ROI2_CP2	umeeg104_irr_ROI1_FC1	umeeg104_irr_ROI1_Cz	umeeg104_irr_ROI1_FC2	umeeg104_irr_ROI2_CP1	umeeg104_irr_ROI2_Pz	umeeg104_irr_ROI2_CP2	umeeg104_odd_ROI1_FC1	umeeg104_odd_ROI1_Cz	umeeg104_odd_ROI1_FC2	umeeg104_odd_ROI2_CP1	umeeg104_odd_ROI2_Pz	umeeg104_odd_ROI2_CP2	umeeg105_rel_ROI1_FC1	umeeg105_rel_ROI1_Cz	umeeg105_rel_ROI1_FC2	umeeg105_rel_ROI2_CP1	umeeg105_rel_ROI2_Pz	umeeg105_rel_ROI2_CP2	umeeg105_irr_ROI1_FC1	umeeg105_irr_ROI1_Cz	umeeg105_irr_ROI1_FC2	umeeg105_irr_ROI2_CP1	umeeg105_irr_ROI2_Pz	umeeg105_irr_ROI2_CP2	umeeg105_odd_ROI1_FC1	umeeg105_odd_ROI1_Cz	umeeg105_odd_ROI1_FC2	umeeg105_odd_ROI2_CP1	umeeg105_odd_ROI2_Pz	umeeg105_odd_ROI2_CP2	umeeg106_rel_ROI1_FC1	umeeg106_rel_ROI1_Cz	umeeg106_rel_ROI1_FC2	umeeg106_rel_ROI2_CP1	umeeg106_rel_ROI2_Pz	umeeg106_rel_ROI2_CP2	umeeg106_irr_ROI1_FC1	umeeg106_irr_ROI1_Cz	umeeg106_irr_ROI1_FC2	umeeg106_irr_ROI2_CP1	umeeg106_irr_ROI2_Pz	umeeg106_irr_ROI2_CP2	umeeg106_odd_ROI1_FC1	umeeg106_odd_ROI1_Cz	umeeg106_odd_ROI1_FC2	umeeg106_odd_ROI2_CP1	umeeg106_odd_ROI2_Pz	umeeg106_odd_ROI2_CP2	umeeg107_rel_ROI1_FC1	umeeg107_rel_ROI1_Cz	umeeg107_rel_ROI1_FC2	umeeg107_rel_ROI2_CP1	umeeg107_rel_ROI2_Pz	umeeg107_rel_ROI2_CP2	umeeg107_irr_ROI1_FC1	umeeg107_irr_ROI1_Cz	umeeg107_irr_ROI1_FC2	umeeg107_irr_ROI2_CP1	umeeg107_irr_ROI2_Pz	umeeg107_irr_ROI2_CP2	umeeg107_odd_ROI1_FC1	umeeg107_odd_ROI1_Cz	umeeg107_odd_ROI1_FC2	umeeg107_odd_ROI2_CP1	umeeg107_odd_ROI2_Pz	umeeg107_odd_ROI2_CP2
408.203125	0.335422	0.6909701	0.610197	0.9967381	1.388066	0.7838585	0.2801673	-0.1634728	0.2965258	-0.00367076	-0.09086242	-0.06490645	-1.599081	-2.425448	-1.504144	-0.390629	0.04795513	-1.023074	-0.999721	-1.36181	-1.433939	-0.8181867	0.4844628	-0.5891812	-0.6924738	-1.197616	-0.4748001	-1.362352	-0.624628	-0.670708	-1.935137	-2.071071	-3.166242	-0.4528433	1.039545	-0.9254826	0.7460193	0.7191501	0.3637602	0.9869371	1.56153	0.7292825	0.648705	0.05463338	0.3684456	-0.4401222	-0.7232771	-0.2974269	-0.4883258	-0.4435074	-0.4239485	-0.08736695	0.8699457	0.43385	0.4523577	1.015124	0.6432947	0.9656317	0.7321848	0.6671919	-0.28709	-0.1486995	-0.03267288	-0.1689572	-0.2367992	0.06566594	-0.5657908	-0.8562308	-0.6728989	-0.9822257	0.1623738	0.02560052	-1.010608	-0.1588503	0.09974918	-0.2191128	1.019588	1.125098	-0.9646005	-1.404306	-1.026778	-0.8957577	-0.8992633	-0.6310763	-3.738559	-3.233713	-2.398907	-1.199906	2.60568	0.01289171	-0.09132681	0.8405697	0.8822016	0.3936252	1.121925	1.278951	-0.2497383	-0.4254302	0.1676375	-0.7285953	-1.143319	-0.4456725	-1.835789	-2.041348	-1.873083	-0.2896784	1.365665	-0.321771	0.6423584	0.2619402	0.6096793	0.003746968	0.3542924	0.3598492	-0.1822766	-0.6702104	-0.122275	-0.9089481	-1.132832	-0.4401872	-2.497304	-2.714485	-2.093908	-0.9514987	-0.5367685	-1.347191
410.15625	0.3007931	0.641195	0.5514615	0.991231	1.427639	0.7673179	0.3190086	-0.1239511	0.3375308	0.03272455	-0.08604354	-0.0559076	-1.275647	-2.073526	-1.286731	-0.07679521	0.2363276	-0.8247482	-0.9721792	-1.361956	-1.451929	-0.7988791	0.5077212	-0.557769	-0.7071136	-1.179442	-0.4804965	-1.334409	-0.6141362	-0.6310786	-1.993079	-2.120619	-3.123304	-0.5589734	0.9503701	-0.8890228	0.7135091	0.7188311	0.3796386	0.9651124	1.514333	0.6909506	0.6934963	0.08866451	0.4292941	-0.4338983	-0.7251253	-0.2847286	-0.2685111	-0.129055	-0.2148844	0.2668145	1.24615	0.7790723	0.4853359	1.094233	0.672307	0.9878093	0.7732092	0.6689925	-0.262786	-0.1119253	-0.02821591	-0.1322757	-0.2205376	0.07700928	-0.5806757	-0.9052958	-0.6363882	-0.990961	0.1265055	-0.05861583	-0.9459075	-0.1050862	0.1136666	-0.1455265	0.9978762	1.090436	-0.9673743	-1.458467	-1.054554	-0.9067922	-0.9618551	-0.7008998	-3.673577	-2.936461	-2.039157	-1.157647	2.787626	0.3225954	-0.05617504	0.8578055	0.8911752	0.4631652	1.129585	1.283554	-0.2288861	-0.3420394	0.2068187	-0.7112028	-1.111906	-0.3933069	-1.930338	-2.055073	-2.063403	-0.1509133	1.69171	-0.2098743	0.6051987	0.2790631	0.6490957	-0.01934404	0.3697387	0.3857209	-0.1266721	-0.6038703	-0.05068028	-0.9020179	-1.087507	-0.3879202	-2.393114	-2.560108	-2.021803	-0.7866826	-0.3298414	-1.342209
412.109375	0.2679273	0.615795	0.4858437	0.9946299	1.487537	0.7808139	0.3486176	-0.07825298	0.3635737	0.05313253	-0.08590759	-0.0364227	-1.038785	-1.784036	-1.108758	0.1341903	0.3654339	-0.688379	-0.964377	-1.414454	-1.540791	-0.7868538	0.5230817	-0.5825269	-0.7325772	-1.163401	-0.4987946	-1.301651	-0.5832868	-0.5906774	-2.205553	-2.286205	-3.170183	-0.7826816	0.8724421	-0.932868	0.7321261	0.7619185	0.4493403	0.96171	1.4745	0.6948071	0.7138597	0.1179316	0.464702	-0.4140359	-0.7125992	-0.2563664	-0.2776386	-0.05360461	-0.1927668	0.4362785	1.436044	0.8706096	0.546425	1.162667	0.7258134	0.9762379	0.7633107	0.6487185	-0.2677229	-0.1159536	-0.0475284	-0.114005	-0.2130548	0.05999342	-0.6631408	-0.9471935	-0.6449766	-0.9739738	0.1404734	-0.06077089	-0.8621081	-0.036601	0.1128291	-0.04269271	0.967337	1.020125	-0.9400612	-1.48281	-1.05385	-0.8904876	-1.036816	-0.7771991	-3.674148	-2.724786	-1.821223	-1.093239	3.050108	0.5597779	-0.08556207	0.8245104	0.8159052	0.5399277	1.158167	1.274364	-0.2041379	-0.2862774	0.2362306	-0.7214732	-1.112365	-0.3736512	-2.102357	-2.28358	-2.412271	-0.2474033	1.849141	-0.2333184	0.5864297	0.342923	0.7063203	-0.0269506	0.3814368	0.3911395	-0.1020223	-0.6011184	-0.03891305	-0.8962557	-1.059127	-0.3688636	-2.334972	-2.426612	-1.959776	-0.7118697	-0.1511653	-1.302561
414.0625	0.2276298	0.6151492	0.4301605	0.9988743	1.55111	0.8195992	0.3710729	-0.03822784	0.3738008	0.05950207	-0.08679712	-0.009355319	-0.9465491	-1.645122	-1.032237	0.2123625	0.4104143	-0.6771406	-1.007503	-1.517214	-1.677082	-0.8015254	0.5119068	-0.6546817	-0.7518037	-1.145352	-0.5234497	-1.264897	-0.5313326	-0.5471038	-2.463369	-2.474571	-3.283169	-0.9927703	0.8825513	-1.01919	0.7996707	0.8346379	0.5467456	0.9651957	1.424599	0.7189071	0.7009142	0.1353621	0.4675607	-0.3942625	-0.6953828	-0.2249635	-0.4659702	-0.2044327	-0.321222	0.3838935	1.434643	0.7421578	0.6193025	1.18372	0.7863286	0.937785	0.6984754	0.5947866	-0.2883963	-0.1482387	-0.06871511	-0.1314302	-0.2247486	0.02128714	-0.7678836	-0.9737766	-0.7032241	-0.952515	0.1837446	-0.02077139	-0.763709	0.0415322	0.125743	0.08480402	0.9318563	0.9429293	-0.8984146	-1.479319	-1.028787	-0.8597598	-1.107914	-0.8415074	-3.710247	-2.630055	-1.773748	-1.021017	3.322013	0.6776999	-0.1311577	0.8131527	0.726185	0.6173574	1.219402	1.282689	-0.1658669	-0.2516311	0.2651087	-0.7462435	-1.137117	-0.3799749	-2.251526	-2.433642	-2.668002	-0.4336442	1.893563	-0.2371042	0.4479552	0.1928981	0.5835406	-0.09721614	0.3466336	0.2722311	-0.08481171	-0.6034581	-0.04346955	-0.8839303	-1.038273	-0.3578451	-2.297306	-2.295874	-1.877327	-0.7475325	-0.01463732	-1.187351
416.015625	0.191711	0.6397683	0.4027212	1.016277	1.617289	0.871828	0.3850119	-0.01715488	0.3728227	0.05801458	-0.08929265	0.0129511	-0.8975924	-1.583427	-1.030506	0.2710994	0.4349348	-0.7360072	-1.102069	-1.636138	-1.805263	-0.84663	0.4712053	-0.7382799	-0.7584924	-1.124581	-0.5502865	-1.223567	-0.4685087	-0.5036989	-2.636821	-2.575773	-3.41841	-1.057006	1.019853	-1.085612	0.8839372	0.895766	0.6198341	0.9550472	1.344279	0.7190436	0.663955	0.13931	0.4526094	-0.3891603	-0.6858773	-0.2059454	-0.6829444	-0.4504258	-0.484435	0.204353	1.343698	0.5396961	0.6851819	1.154872	0.835027	0.8927608	0.6034222	0.5027183	-0.3031594	-0.1743146	-0.06933071	-0.1811672	-0.2553101	-0.01868151	-0.8296263	-0.9905654	-0.7874061	-0.9117218	0.1988719	-0.01322276	-0.6630312	0.1216602	0.1697061	0.209731	0.9022381	0.8937218	-0.8665588	-1.472339	-1.004381	-0.8384167	-1.168591	-0.891103	-3.73611	-2.609601	-1.817391	-0.9681113	3.524932	0.71683	-0.1307289	0.851316	0.689828	0.6706073	1.276758	1.302365	-0.1214166	-0.2275353	0.2936882	-0.7582855	-1.162071	-0.393296	-2.449031	-2.517977	-2.83569	-0.5917579	1.890711	-0.2053979	0.389645	0.1353709	0.525833	-0.1003383	0.3673004	0.2331297	-0.1004422	-0.6352342	-0.07376351	-0.8906385	-1.039154	-0.3755865	-2.600444	-2.748651	-2.215888	-1.05542	-0.08730394	-1.348389
417.96875	0.1548155	0.6546018	0.3877442	1.033784	1.681678	0.902823	0.3930434	-0.01172628	0.3727881	0.05636237	-0.09673736	0.02415256	-0.8040143	-1.507314	-1.054501	0.3834728	0.5014365	-0.7804652	-1.217819	-1.726783	-1.876831	-0.9050813	0.4201381	-0.7940275	-0.7614716	-1.105603	-0.5790752	-1.178511	-0.4103893	-0.4693462	-2.700614	-2.585245	-3.550267	-0.9655887	1.221393	-1.111321	0.94924	0.9019617	0.6289692	0.9127747	1.224713	0.6589928	0.6217868	0.1336832	0.4403966	-0.4023731	-0.6891739	-0.2047902	-0.7568903	-0.6285614	-0.5652145	0.05436481	1.269131	0.399471	0.7261015	1.102496	0.8563941	0.8619255	0.5209475	0.3900676	-0.2990747	-0.1713303	-0.04489259	-0.2416905	-0.298909	-0.04409599	-0.8188255	-1.013557	-0.8662403	-0.8384214	0.1582106	-0.06943961	-0.5764616	0.191247	0.2375167	0.2880907	0.877776	0.8764766	-0.8555055	-1.485015	-1.004657	-0.8384693	-1.221919	-0.9399753	-3.699617	-2.558245	-1.830001	-0.9074758	3.64217	0.777308	-0.06957511	0.915396	0.7077299	0.6961637	1.300565	1.30756	-0.08259498	-0.1965562	0.3266483	-0.7373205	-1.16629	-0.390139	-2.603021	-2.400925	-2.82385	-0.5559973	1.97112	-0.05520622	0.468212	0.2742351	0.6151395	0.006464629	0.4699773	0.3320856	-0.03801988	-0.5134587	0.02213556	-0.8576409	-1.00658	-0.3204315	-2.426944	-2.474708	-1.999353	-1.077949	0.0157041	-1.118379
419.921875	0.1470866	0.6638876	0.3860064	1.068161	1.752613	0.9186998	0.391286	-0.016981	0.3777153	0.05004317	-0.1170927	0.02040614	-0.6382555	-1.365483	-1.041116	0.5230039	0.61357	-0.7565078	-1.306072	-1.753478	-1.880853	-0.9434858	0.3945622	-0.8019446	-0.7761466	-1.095354	-0.6116019	-1.134363	-0.3695717	-0.4499962	-2.725379	-2.565929	-3.663175	-0.8082096	1.385229	-1.103667	0.9788793	0.8422837	0.5786178	0.8398471	1.082571	0.5419962	0.5925578	0.1265644	0.439097	-0.4214662	-0.6972836	-0.2127318	-0.6525971	-0.6687836	-0.552582	0.04031181	1.255419	0.3560727	0.7386311	1.058895	0.8460124	0.8590053	0.4795365	0.2876768	-0.2807704	-0.1460214	-0.01047117	-0.2854945	-0.3475443	-0.04936809	-0.746388	-1.035036	-0.9128935	-0.7110823	0.08035368	-0.1525444	-0.5184202	0.2361112	0.2935385	0.2958354	0.8495575	0.8603244	-0.8611077	-1.524265	-1.034395	-0.8601982	-1.275454	-1.006477	-3.62243	-2.436694	-1.760507	-0.8367597	3.719237	0.9143322	0.03421893	1.004986	0.7653055	0.7325301	1.306609	1.306682	-0.06804455	-0.1798303	0.3470487	-0.6993045	-1.154178	-0.3774032	-2.753215	-2.281731	-2.796601	-0.3734204	2.131543	0.1088552	0.5027905	0.3434097	0.6450468	0.1054328	0.5568215	0.3934388	-0.06188657	-0.5308305	0.02080073	-0.8817553	-1.017209	-0.3519935	-2.187841	-2.142563	-1.774747	-0.997785	0.1022503	-0.9290352
421.875	0.1621787	0.6512465	0.3834524	1.09327	1.804801	0.9183857	0.3852668	-0.0219511	0.3879307	0.03720637	-0.1526412	0.006367058	-0.4526048	-1.179005	-0.9715771	0.6099988	0.7172626	-0.6690716	-1.335097	-1.71594	-1.846473	-0.9363583	0.4192805	-0.7733187	-0.8062634	-1.093119	-0.644888	-1.096199	-0.3462629	-0.4407873	-2.795483	-2.568111	-3.741535	-0.6858295	1.457033	-1.075063	0.9810566	0.7534806	0.5142338	0.7639605	0.9554621	0.4160407	0.5843225	0.1292782	0.4419306	-0.426269	-0.6965585	-0.2135682	-0.4842544	-0.6309174	-0.5353786	0.1454676	1.276446	0.3468675	0.7330324	1.038057	0.8129331	0.881233	0.4741492	0.2237032	-0.265032	-0.1254866	0.01181094	-0.2974706	-0.3882725	-0.03469553	-0.6672384	-1.034713	-0.9298152	-0.5471152	0.03476156	-0.1916355	-0.4907001	0.2429233	0.2936014	0.256701	0.8009724	0.8012598	-0.8640506	-1.571577	-1.075222	-0.8858613	-1.331329	-1.09683	-3.54898	-2.262884	-1.618291	-0.7573603	3.826261	1.113371	0.09895565	1.052798	0.7853827	0.7935328	1.32079	1.287607	-0.06360668	-0.1742749	0.3599584	-0.6683882	-1.141967	-0.363075	-2.838093	-2.218656	-2.810766	-0.1216004	2.336312	0.233889	0.6400447	0.605719	0.8102767	0.2644458	0.6879175	0.532465	-0.1006845	-0.5950302	-0.01727168	-0.9151961	-1.03751	-0.4136717	-1.946141	-1.816356	-1.571354	-0.8795339	0.133847	-0.813739
423.828125	0.2241528	0.6608798	0.400154	1.124641	1.829969	0.9343153	0.385494	-0.0206858	0.4003692	0.01734719	-0.2009766	-0.01395085	-0.322274	-1.014666	-0.862367	0.5710042	0.7255415	-0.575654	-1.305818	-1.638867	-1.81564	-0.8788759	0.4955896	-0.7305955	-0.8416768	-1.092517	-0.6704952	-1.068149	-0.3318841	-0.4296438	-2.939203	-2.604956	-3.774106	-0.6448464	1.455839	-1.036727	0.972848	0.6928282	0.4827861	0.721157	0.8817886	0.3424583	0.5830249	0.1413295	0.4291055	-0.4062625	-0.6753519	-0.1988658	-0.4242639	-0.637266	-0.6115515	0.2613761	1.293779	0.2983303	0.7202002	1.032661	0.7717755	0.9091917	0.482023	0.2073409	-0.2648225	-0.1328558	0.01116409	-0.285812	-0.4149226	-0.00686988	-0.6678458	-1.017494	-0.9584104	-0.4007568	0.09869869	-0.1363219	-0.4871963	0.2079376	0.2198168	0.2246855	0.7322811	0.6883929	-0.8480034	-1.596686	-1.098282	-0.8973532	-1.379493	-1.192501	-3.510102	-2.088227	-1.448156	-0.6719961	4.000889	1.309012	0.09566604	1.076883	0.7521344	0.8897375	1.379474	1.279176	-0.04255071	-0.1725082	0.371218	-0.6610982	-1.141875	-0.3593529	-2.857439	-2.259416	-2.899265	0.08742022	2.503546	0.2729566	0.514015	0.4554639	0.6559608	0.2445023	0.6788066	0.4082543	-0.1220685	-0.6563246	-0.06484284	-0.9347277	-1.053463	-0.4732283	-1.776015	-1.595403	-1.397237	-0.8555682	0.06537437	-0.7711365
425.78125	0.2947951	0.6936715	0.421614	1.139522	1.817254	0.9595518	0.3986634	-0.01387665	0.4093281	-0.002698219	-0.2516782	-0.03798341	-0.3008272	-0.9330229	-0.7655868	0.4140174	0.6020978	-0.5379264	-1.260205	-1.569661	-1.8162	-0.7986599	0.59145	-0.693342	-0.8649057	-1.083531	-0.67992	-1.04962	-0.315383	-0.4070697	-3.109974	-2.660323	-3.777676	-0.6637875	1.454364	-0.9946965	0.952637	0.6840728	0.4828133	0.7258769	0.8770588	0.3474442	0.5752567	0.159696	0.3970672	-0.3656429	-0.6347723	-0.1713996	-0.5585762	-0.7655356	-0.7909312	0.2784306	1.29901	0.1974459	0.715179	1.029956	0.7449821	0.9220278	0.469472	0.2158642	-0.2784661	-0.167055	-0.005605116	-0.2732863	-0.4289761	0.02309053	-0.7805236	-1.009129	-1.026674	-0.3333943	0.2563914	-0.02703455	-0.4973024	0.1415372	0.09605649	0.2466901	0.6645635	0.556916	-0.8170524	-1.588923	-1.090815	-0.8963771	-1.409502	-1.267672	-3.493246	-1.949461	-1.272463	-0.6005923	4.207471	1.436857	-0.0002079477	1.022628	0.6285999	0.9597884	1.453417	1.254081	0.001898544	-0.1843611	0.3715487	-0.680273	-1.158904	-0.3819099	-2.835213	-2.375943	-3.0286	0.2051176	2.579449	0.2296088	0.456509	0.4086445	0.5874895	0.2456839	0.6840793	0.3288965	-0.1058404	-0.6603147	-0.07960157	-0.924381	-1.053515	-0.4996875	-1.351907	-0.9624395	-0.8073859	-0.7912845	0.06910408	-0.4531056
427.734375	0.3637715	0.7677393	0.4465818	1.151308	1.783502	0.98593	0.4214352	-0.00716298	0.4116056	-0.02051489	-0.298943	-0.06599556	-0.3550002	-0.9170215	-0.7221408	0.2429935	0.4029925	-0.5696425	-1.241558	-1.534671	-1.843176	-0.7268592	0.6743263	-0.6615524	-0.8698155	-1.066821	-0.6736142	-1.038924	-0.2956162	-0.3780266	-3.206674	-2.697926	-3.772703	-0.6848514	1.516514	-0.9504305	0.9051484	0.6987038	0.4688944	0.7579896	0.91896	0.399073	0.5510042	0.1733809	0.3573756	-0.3246469	-0.5914891	-0.1449648	-0.8284686	-0.9863713	-0.9836073	0.162772	1.298348	0.09060153	0.7179667	1.026783	0.7438567	0.9101689	0.4333368	0.2188057	-0.2963361	-0.2074297	-0.02487488	-0.2785014	-0.4350386	0.0437392	-0.9819759	-1.044163	-1.137195	-0.3660026	0.4456127	0.07030743	-0.5126641	0.06766795	-0.01915999	0.320884	0.6255804	0.464655	-0.785981	-1.556268	-1.059519	-0.8908881	-1.413542	-1.300231	-3.469937	-1.849588	-1.089735	-0.5825861	4.37377	1.485834	-0.08919625	0.9734164	0.5020956	0.9864751	1.512847	1.236476	0.05788203	-0.2062732	0.3607987	-0.7082539	-1.182021	-0.4253061	-2.77839	-2.436015	-3.092899	0.2758302	2.592511	0.1856579	0.4157472	0.3579183	0.5341368	0.2555373	0.6877226	0.2666511	-0.08553868	-0.6351268	-0.07440866	-0.8996825	-1.049532	-0.5110819	-1.344025	-1.052977	-0.6747485	-1.064668	-0.1202416	-0.4660569
429.6875	0.4025129	0.8552526	0.4519612	1.162941	1.752739	0.9870312	0.4415296	-0.004704478	0.4082848	-0.03658567	-0.3419766	-0.09340752	-0.415105	-0.9114141	-0.7406123	0.1665596	0.2363609	-0.637931	-1.272446	-1.534938	-1.873208	-0.683727	0.7250195	-0.6267002	-0.8644764	-1.051888	-0.6631613	-1.032412	-0.2779205	-0.3590753	-3.155585	-2.671618	-3.767522	-0.6569993	1.666846	-0.8882613	0.830864	0.6898457	0.4014013	0.7857561	0.9664423	0.4357108	0.5164292	0.1751208	0.3315431	-0.3022388	-0.5653636	-0.1312428	-1.106238	-1.212783	-1.102125	-0.02814363	1.304306	0.02887291	0.7194459	1.026829	0.7621862	0.8848097	0.3925276	0.1995555	-0.3070047	-0.2324608	-0.03493533	-0.3020746	-0.4421438	0.04692654	-1.178771	-1.117678	-1.242816	-0.4665874	0.5725572	0.1051349	-0.530578	0.008866208	-0.07422563	0.3940463	0.622068	0.4430874	-0.7662359	-1.518557	-1.027915	-0.8840061	-1.393905	-1.290685	-3.412875	-1.763731	-0.9068684	-0.6290604	4.444331	1.487188	-0.101077	0.9647252	0.4268095	0.967936	1.519314	1.225398	0.1061131	-0.230626	0.3493443	-0.728112	-1.202782	-0.4740344	-2.722178	-2.377491	-3.059948	0.3478523	2.595282	0.2052059	0.4734273	0.4357361	0.5928035	0.3462622	0.7448866	0.3100234	-0.1389274	-0.7002492	-0.1310065	-0.9042091	-1.07439	-0.5734439	-1.3084	-1.157384	-0.5301175	-1.312085	-0.2413408	-0.4629265
431.640625	0.4379367	0.9492083	0.4549099	1.199613	1.74182	0.9711459	0.4559695	-0.001427019	0.4085619	-0.04898378	-0.3819037	-0.1106712	-0.4553803	-0.8951584	-0.8193468	0.2050554	0.1886834	-0.7006651	-1.329074	-1.532761	-1.880226	-0.6545826	0.7615403	-0.5787165	-0.8651936	-1.051998	-0.6646988	-1.027619	-0.2680137	-0.3644356	-2.988875	-2.563905	-3.751553	-0.5736983	1.870335	-0.7896034	0.7616312	0.6438445	0.2929648	0.7986455	0.9912437	0.4191221	0.4838756	0.1615578	0.3273615	-0.3068588	-0.5701258	-0.1357778	-1.293923	-1.364491	-1.13196	-0.1992377	1.302254	0.01200266	0.7040741	1.030871	0.7745999	0.8682078	0.3753433	0.1715605	-0.3063341	-0.2367034	-0.03424553	-0.3259216	-0.4551897	0.03346872	-1.252468	-1.169217	-1.270398	-0.5440535	0.5779777	0.08803382	-0.5532354	-0.03266972	-0.06591843	0.4024725	0.6250006	0.4673404	-0.7619057	-1.495921	-1.013839	-0.8831847	-1.365959	-1.261735	-3.33359	-1.683151	-0.7508425	-0.7355508	4.420227	1.474568	-0.01890964	0.9988354	0.4179698	0.9407646	1.479658	1.216587	0.137471	-0.2522328	0.3496685	-0.738575	-1.224641	-0.5156929	-2.691347	-2.272907	-2.998174	0.4272581	2.606156	0.2716753	0.498282	0.4503204	0.5944744	0.4498391	0.8110824	0.3433333	-0.1210148	-0.6386144	-0.08329198	-0.854124	-1.059348	-0.5653983	-0.9747076	-0.8003455	-0.08738544	-1.289847	-0.1597085	-0.2398576
433.59375	0.4907533	1.0275	0.4692131	1.260315	1.740438	0.9479243	0.4632572	0.002129457	0.4155135	-0.06014527	-0.4202884	-0.1155725	-0.5129002	-0.9185477	-0.9426605	0.2631139	0.2389009	-0.7442402	-1.37468	-1.497745	-1.860971	-0.6133249	0.8108847	-0.5231327	-0.8784813	-1.070063	-0.6849777	-1.023642	-0.2658082	-0.3932458	-2.82956	-2.39817	-3.704443	-0.4654151	2.060797	-0.6447555	0.7384732	0.5992171	0.2038753	0.815529	0.9937099	0.3654326	0.4542606	0.1310746	0.326505	-0.332895	-0.6016107	-0.1567473	-1.397503	-1.417741	-1.139693	-0.2687286	1.308456	0.01714255	0.66002	1.030865	0.7500132	0.8750612	0.400215	0.1667629	-0.297186	-0.230398	-0.02782482	-0.3292798	-0.4726658	0.0144998	-1.16051	-1.137192	-1.186622	-0.5401853	0.4981496	0.08325709	-0.587963	-0.07805875	-0.03962345	0.3112378	0.5897371	0.4784854	-0.7611516	-1.483256	-1.014456	-0.8818918	-1.337034	-1.231593	-3.244538	-1.601106	-0.647073	-0.8317893	4.356072	1.461165	0.09677549	1.031181	0.4329614	0.942579	1.435153	1.203156	0.1400804	-0.2929791	0.3425354	-0.7617095	-1.261753	-0.558432	-2.67695	-2.193997	-2.976919	0.4996854	2.61516	0.3530222	0.5741327	0.5612395	0.6437299	0.6039162	0.9227817	0.4331358	-0.1641617	-0.6976618	-0.1297445	-0.8380834	-1.071459	-0.6225321	-0.8015671	-0.6714835	0.1019053	-1.26721	-0.1329575	-0.2112622
